City,Region,Neighborhood,Property Type,Area (sqm),Bedrooms,Bathrooms,Floor Number,Elevator,Property Age (years),Furnished,Listing Type,Selling Price (SAR)
Riyadh,West,Sultanah,apartment,197,3,2,1,Yes,6,Yes,Sale,531136.69
Riyadh,South,Al-Shifa,apartment,280,2,3,4,No,8,No,Sale,335707.67
Riyadh,North,Al-Aarid,apartment,191,2,4,4,No,3,Yes,Sale,1452635.31
Riyadh,South,Al-Ha’ir,apartment,102,2,2,5,No,3,No,Sale,104108.19
Riyadh,Central,Al-Murabba,apartment,229,2,2,5,No,2,No,Sale,415622.46
Riyadh,Central,Al-Batha,apartment,183,1,4,3,No,6,Yes,Sale,274823.94
Riyadh,North,Al-Rabi,apartment,235,3,2,2,No,2,No,Sale,2714440.11
Riyadh,Central,Al-Murabba,apartment,128,3,4,4,Yes,6,No,Sale,169223.48
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,145,2,4,3,No,8,Yes,Sale,325015.92
Riyadh,South,Al-Difa,apartment,239,4,1,5,No,4,Yes,Sale,220098.82
Riyadh,West,Al-Badiyah,apartment,230,2,4,3,No,7,No,Sale,835359.08
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,149,1,2,2,Yes,9,No,Sale,434669.26
Riyadh,West,Al-Huda,apartment,186,2,3,1,Yes,9,No,Sale,443979.57
Riyadh,North,Al-Sahafa,apartment,115,1,4,3,Yes,7,Yes,Sale,810600.61
Riyadh,East,Al-Rawdah,apartment,263,3,4,3,No,3,Yes,Sale,995014.06
Riyadh,East,Ishbiliyah,apartment,150,4,3,5,No,6,No,Sale,719418.08
Riyadh,South,Al-Difa,apartment,132,2,3,3,Yes,9,No,Sale,190927.9
Riyadh,Central,Al-Jaradiyah,apartment,116,3,2,5,Yes,1,Yes,Sale,193210.82
Riyadh,East,Al-Munsiyah,apartment,97,3,3,1,Yes,6,Yes,Sale,372605.64
Riyadh,East,Granada (Ghernata),apartment,207,1,1,3,No,3,Yes,Sale,918934.86
Riyadh,Central,Al-Wurud,apartment,283,3,4,4,Yes,7,Yes,Sale,476815.86
Riyadh,Central,Al-Murqab,apartment,219,2,4,3,Yes,4,Yes,Sale,404040.97
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,141,3,3,1,Yes,4,No,Sale,355522.08
Riyadh,South,Al-Shifa,apartment,163,2,3,2,Yes,1,No,Sale,228137.36
Riyadh,East,Al-Nahda,apartment,226,1,2,2,Yes,3,Yes,Sale,1086916.96
Riyadh,West,Al-Oraija,apartment,127,4,4,5,Yes,6,Yes,Sale,289289.23
Riyadh,West,Sultanah,apartment,138,2,3,2,No,5,Yes,Sale,427279.46
Riyadh,North,Al-Jameah (University District),apartment,240,3,2,5,No,1,No,Sale,2837469.68
Riyadh,East,Al-Khaleej,apartment,258,3,4,1,Yes,1,Yes,Sale,1210428.83
Riyadh,Central,Al-Batha,apartment,170,1,2,3,No,8,Yes,Sale,227367.67
Riyadh,East,Al-Manar,apartment,258,1,4,4,No,5,Yes,Sale,1148647.06
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,265,4,1,5,Yes,8,No,Sale,714573.33
Riyadh,North,Al-Aqiq,apartment,151,3,2,3,No,1,Yes,Sale,1738223.8
Riyadh,East,Al-Rawdah,apartment,224,1,3,5,No,6,Yes,Sale,691888.41
Riyadh,North,Hittin,apartment,133,1,3,2,Yes,4,Yes,Sale,965341.3
Riyadh,West,Ad-Diriyah,apartment,241,4,4,3,Yes,10,No,Sale,578989.68
Riyadh,West,Al-Badiyah,apartment,124,3,1,4,Yes,8,Yes,Sale,279847.98
Riyadh,Central,Al-Murqab,apartment,208,4,1,3,No,8,Yes,Sale,383352.71
Riyadh,West,Al-Huda,apartment,217,1,2,5,No,7,No,Sale,547880.76
Riyadh,North,Al-Nada,apartment,146,3,2,4,Yes,5,No,Sale,1320976.02
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,132,1,4,5,No,7,No,Sale,413344.95
Riyadh,North,Al-Izdihar,apartment,176,4,4,1,Yes,7,Yes,Sale,1454900.4
Riyadh,Central,Al-Jaradiyah,apartment,276,3,3,1,No,4,Yes,Sale,328577.7
Riyadh,West,Ad-Diriyah,apartment,217,2,2,1,Yes,8,No,Sale,831735.13
Riyadh,West,Al-Suwaidi,apartment,129,1,3,2,Yes,7,Yes,Sale,440089.93
Riyadh,East,Granada (Ghernata),apartment,202,3,3,4,No,3,No,Sale,847484.22
Riyadh,East,Qurtubah,apartment,98,1,2,3,No,2,Yes,Sale,439142.11
Riyadh,North,Al-Qirawan,apartment,207,2,2,3,Yes,1,No,Sale,2410311.75
Riyadh,South,Al-Marwah,apartment,227,1,3,3,Yes,2,No,Sale,223078.8
Riyadh,East,Al-Shuhada,apartment,246,4,2,3,No,10,No,Sale,1061836.01
Riyadh,South,Al-Marwah,apartment,264,4,1,3,Yes,2,No,Sale,373189.5
Riyadh,Central,Al-Fakheriyah,apartment,198,3,2,2,No,5,No,Sale,374381.09
Riyadh,East,Al-Hamra,apartment,223,3,1,4,Yes,5,No,Sale,754710.0
Riyadh,West,Al-Badiyah,apartment,158,3,4,2,Yes,2,No,Sale,506376.79
Riyadh,East,Al-Manar,apartment,267,1,2,2,Yes,6,Yes,Sale,1107321.3
Riyadh,South,Al-Dar Al-Baida,apartment,265,4,3,5,No,1,No,Sale,244231.92
Riyadh,Central,Al-Fakheriyah,apartment,205,4,3,4,Yes,3,Yes,Sale,400615.23
Riyadh,Central,Al-Murabba,apartment,232,2,3,1,Yes,10,Yes,Sale,378486.31
Riyadh,North,Hittin,apartment,216,3,3,1,No,4,No,Sale,2237394.73
Riyadh,East,Granada (Ghernata),apartment,277,4,2,3,Yes,5,No,Sale,947876.73
Riyadh,West,Namar,apartment,106,1,4,5,Yes,8,Yes,Sale,401038.28
Riyadh,West,Al-Mousa,apartment,125,3,3,3,No,9,Yes,Sale,315065.53
Riyadh,West,Namar,apartment,224,3,4,1,Yes,8,Yes,Sale,609719.64
Riyadh,South,Al-Mansourah,apartment,194,3,1,5,No,2,Yes,Sale,156334.82
Riyadh,North,Al-Rabi,apartment,193,1,1,4,No,8,No,Sale,1380797.04
Riyadh,Central,Al-Maather,apartment,147,2,2,1,No,2,Yes,Sale,184440.21
Riyadh,West,Dhahret Laban,apartment,202,3,1,3,Yes,8,Yes,Sale,784642.04
Riyadh,West,Al-Mousa,apartment,268,1,3,3,Yes,2,No,Sale,572903.83
Riyadh,Central,Al-Olaya,apartment,151,3,2,3,No,4,Yes,Sale,152075.13
Riyadh,North,Hittin,apartment,247,1,3,1,Yes,1,Yes,Sale,1992214.74
Riyadh,East,Al-Manar,apartment,164,1,1,2,No,4,No,Sale,733191.87
Riyadh,North,Al-Falah,apartment,98,4,1,4,Yes,5,Yes,Sale,763732.13
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,115,2,4,2,Yes,3,No,Sale,402901.99
Riyadh,North,Al-Aarid,apartment,266,1,2,4,Yes,1,Yes,Sale,2148317.13
Riyadh,South,Al-Aziziyah,apartment,161,3,3,3,Yes,7,Yes,Sale,195461.77
Riyadh,West,Al-Oraija,apartment,275,3,2,3,No,2,No,Sale,958696.51
Riyadh,South,Al-Khalidiyah,apartment,95,1,4,1,Yes,1,No,Sale,136051.51
Riyadh,Central,Al-Jaradiyah,apartment,242,4,3,3,Yes,5,No,Sale,381135.44
Riyadh,Central,Al-Murqab,apartment,120,2,2,3,Yes,10,Yes,Sale,120502.24
Riyadh,East,Al-Ruwad,apartment,178,2,4,2,Yes,2,No,Sale,647986.32
Riyadh,South,Al-Khalidiyah,apartment,89,1,4,4,No,3,Yes,Sale,95649.61
Riyadh,South,Al-Khalidiyah,apartment,162,2,2,2,No,8,No,Sale,206597.63
Riyadh,South,Badr,apartment,210,4,1,1,Yes,8,Yes,Sale,294617.51
Riyadh,East,Al-Nahda,apartment,144,3,1,4,No,6,No,Sale,588906.33
Riyadh,North,Al-Jameah (University District),apartment,172,3,3,5,Yes,6,Yes,Sale,1849490.99
Riyadh,North,Al-Sahafa,apartment,281,3,1,4,No,3,No,Sale,2229270.18
Riyadh,East,Ishbiliyah,apartment,206,4,2,4,Yes,8,Yes,Sale,796688.74
Riyadh,Central,Al-Murqab,apartment,134,3,3,2,Yes,8,Yes,Sale,253068.83
Riyadh,West,Namar,apartment,230,3,3,2,No,7,No,Sale,884111.36
Riyadh,North,Al-Nakheel,apartment,141,3,3,5,Yes,2,No,Sale,1387672.84
Riyadh,Central,Al-Wurud,apartment,251,2,2,2,No,6,No,Sale,487851.68
Riyadh,North,Al-Qirawan,apartment,138,3,4,4,Yes,7,Yes,Sale,1610201.69
Riyadh,South,Al-Fawaz,apartment,190,1,1,3,No,4,Yes,Sale,179342.14
Riyadh,West,Ad-Diriyah,apartment,103,1,2,1,No,7,No,Sale,308648.76
Riyadh,South,Al-Shaalan,apartment,134,4,3,2,No,4,No,Sale,191173.93
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,118,1,2,3,No,8,No,Sale,379717.66
Riyadh,East,Al-Sulay,apartment,272,3,3,4,No,5,Yes,Sale,994369.48
Riyadh,North,Al-Nada,apartment,134,1,2,4,No,3,Yes,Sale,1449503.77
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,176,3,3,3,No,2,No,Sale,1401270.68
Riyadh,Central,Al-Yamamah,apartment,138,3,4,1,Yes,8,Yes,Sale,213256.02
Riyadh,Central,Al-Dhobat,apartment,218,1,1,5,Yes,4,No,Sale,360697.03
Riyadh,West,Sultanah,apartment,241,1,4,3,Yes,9,No,Sale,858481.9
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,103,3,2,5,Yes,4,Yes,Sale,377007.31
Riyadh,North,Al-Qirawan,apartment,101,3,1,2,No,1,Yes,Sale,762334.44
Riyadh,South,Al-Difa,apartment,187,4,1,1,No,9,No,Sale,217349.93
Riyadh,East,Al-Yarmouk,apartment,113,1,3,1,No,4,Yes,Sale,434292.78
Riyadh,South,Al-Difa,apartment,207,3,2,5,No,5,Yes,Sale,193544.63
Riyadh,South,Al-Fawaz,apartment,159,1,2,2,No,10,No,Sale,181836.88
Riyadh,South,Al-Ha’ir,apartment,163,2,1,2,No,7,Yes,Sale,164632.73
Riyadh,West,Tuwaiq,apartment,186,4,1,5,Yes,8,Yes,Sale,674962.65
Riyadh,Central,Al-Olaya,apartment,270,3,3,5,Yes,4,Yes,Sale,361275.38
Riyadh,West,Tuwaiq,apartment,105,1,2,5,No,6,Yes,Sale,257444.86
Riyadh,West,Al-Huda,apartment,113,1,4,4,Yes,3,No,Sale,387662.87
Riyadh,South,Al-Ha’ir,apartment,266,3,1,2,Yes,5,Yes,Sale,287600.88
Riyadh,South,Al-Marwah,apartment,201,3,1,1,No,6,Yes,Sale,231434.9
Riyadh,North,Hittin,apartment,162,2,2,5,No,10,Yes,Sale,1553207.21
Riyadh,North,Al-Falah,apartment,258,1,1,2,Yes,10,No,Sale,2006960.02
Riyadh,North,Al-Aqiq,apartment,154,1,2,1,Yes,1,No,Sale,1736353.64
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,259,3,2,1,No,4,No,Sale,930465.41
Riyadh,North,Al-Aarid,apartment,196,4,1,5,No,3,Yes,Sale,1474603.78
Riyadh,Central,Al-Maather,apartment,151,1,3,4,Yes,1,Yes,Sale,159419.93
Riyadh,North,Al-Aarid,apartment,271,1,4,2,No,9,Yes,Sale,2070910.69
Riyadh,East,Qurtubah,apartment,277,2,1,2,No,4,Yes,Sale,1157619.92
Riyadh,West,Namar,apartment,240,4,1,5,Yes,4,Yes,Sale,494965.54
Riyadh,East,Al-Rayan,apartment,166,2,2,4,No,7,No,Sale,710736.18
Riyadh,North,Al-Jameah (University District),apartment,269,3,3,5,No,3,Yes,Sale,3019811.83
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,111,1,4,2,No,8,Yes,Sale,386533.57
Riyadh,North,Al-Nakheel,apartment,156,2,4,1,No,4,Yes,Sale,1562159.12
Riyadh,South,Al-Dar Al-Baida,apartment,153,4,4,5,Yes,3,No,Sale,176776.82
Riyadh,Central,Al-Fakheriyah,apartment,179,4,2,5,Yes,5,Yes,Sale,212294.19
Riyadh,North,Al-Qirawan,apartment,171,3,2,4,Yes,10,Yes,Sale,1960665.47
Riyadh,South,Al-Difa,apartment,254,4,3,3,No,4,Yes,Sale,207839.34
Riyadh,North,Al-Ghadeer,apartment,240,3,4,3,No,10,No,Sale,1986741.34
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,200,1,4,1,No,4,Yes,Sale,669981.75
Riyadh,North,Al-Sahafa,apartment,244,1,4,4,No,3,No,Sale,2608198.61
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,158,4,1,5,Yes,4,No,Sale,1249420.24
Riyadh,South,Al-Shifa,apartment,261,1,3,5,Yes,3,Yes,Sale,332419.45
Riyadh,West,Tuwaiq,apartment,149,1,4,5,No,10,No,Sale,385815.53
Riyadh,West,Sultanah,apartment,250,2,1,4,Yes,2,No,Sale,708619.0
Riyadh,South,Al-Dar Al-Baida,apartment,117,4,1,4,No,2,Yes,Sale,146010.12
Riyadh,South,Al-Shifa,apartment,94,3,4,5,No,5,Yes,Sale,131008.26
Riyadh,South,Al-Shifa,apartment,121,2,2,1,Yes,6,No,Sale,105632.62
Riyadh,West,Al-Huda,apartment,112,4,2,1,Yes,3,Yes,Sale,314000.63
Riyadh,North,Al-Maseef,apartment,147,4,3,2,Yes,2,Yes,Sale,1667383.93
Riyadh,East,Al-Ruwad,apartment,124,3,2,4,Yes,4,No,Sale,402547.5
Riyadh,East,Al-Manar,apartment,121,3,1,2,No,10,Yes,Sale,418458.49
Riyadh,South,Al-Mansourah,apartment,112,1,2,4,No,1,Yes,Sale,161314.03
Riyadh,Central,Al-Sulaimaniya,apartment,233,4,4,3,Yes,4,No,Sale,405918.88
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,137,2,1,2,Yes,4,No,Sale,346210.65
Riyadh,West,Al-Badiyah,apartment,252,3,2,5,Yes,6,No,Sale,590403.85
Riyadh,East,Al-Nahda,apartment,145,3,2,5,Yes,2,No,Sale,675094.23
Riyadh,Central,Al-Murqab,apartment,279,2,2,2,No,8,No,Sale,457544.3
Riyadh,South,Al-Aziziyah,apartment,118,2,3,3,Yes,9,No,Sale,127466.03
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,264,4,1,4,No,10,Yes,Sale,707088.06
Riyadh,North,Al-Sahafa,apartment,132,3,4,3,No,2,No,Sale,974851.68
Riyadh,East,Al-Rimal,apartment,130,1,4,2,No,7,No,Sale,610688.89
Riyadh,East,Al-Manar,apartment,284,3,2,1,Yes,1,No,Sale,1289866.6
Riyadh,Central,Al-Batha,apartment,157,4,4,2,Yes,3,Yes,Sale,270576.32
Riyadh,West,Al-Oraija,apartment,197,4,3,5,No,3,Yes,Sale,736893.27
Riyadh,Central,Al-Fakheriyah,apartment,157,4,2,2,Yes,7,Yes,Sale,221710.47
Riyadh,South,Al-Khalidiyah,apartment,96,1,3,3,Yes,9,Yes,Sale,90403.2
Riyadh,West,Al-Huda,apartment,190,1,2,4,Yes,1,No,Sale,662833.0
Riyadh,West,Dhahret Laban,apartment,223,4,3,1,Yes,2,Yes,Sale,731645.48
Riyadh,South,Al-Ha’ir,apartment,153,1,3,4,No,1,Yes,Sale,209802.66
Riyadh,Central,Al-Murabba,apartment,98,3,2,3,No,2,No,Sale,163334.48
Riyadh,Central,Al-Malaz,apartment,109,1,3,1,No,3,Yes,Sale,131599.53
Riyadh,Central,Al-Sulaimaniya,apartment,118,2,3,2,No,10,No,Sale,125541.24
Riyadh,West,Sultanah,apartment,279,4,3,4,No,5,Yes,Sale,1080093.02
Riyadh,West,Sultanah,apartment,245,2,2,2,Yes,9,No,Sale,496249.08
Riyadh,East,Qurtubah,apartment,98,4,1,5,Yes,3,No,Sale,383491.57
Riyadh,Central,Al-Batha,apartment,255,3,4,1,Yes,4,Yes,Sale,425460.67
Riyadh,East,Al-Rayan,apartment,260,4,1,4,Yes,5,Yes,Sale,967815.05
Riyadh,West,Dhahret Laban,apartment,201,4,4,1,No,3,Yes,Sale,719294.8
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,132,1,3,4,Yes,5,Yes,Sale,500438.68
Riyadh,North,Al-Nada,apartment,230,4,3,1,No,8,Yes,Sale,2242690.14
Riyadh,North,Al-Qirawan,apartment,203,1,1,5,No,8,No,Sale,1904431.89
Riyadh,North,Al-Izdihar,apartment,276,1,3,5,No,10,Yes,Sale,1961632.25
Riyadh,South,Al-Shaalan,apartment,283,4,1,3,No,9,No,Sale,243068.18
Riyadh,South,Al-Dar Al-Baida,apartment,145,3,1,3,Yes,9,Yes,Sale,215597.55
Riyadh,Central,Al-Sulaimaniya,apartment,138,2,2,2,No,4,No,Sale,201572.06
Riyadh,West,Al-Badiyah,apartment,203,2,1,5,No,8,No,Sale,719918.97
Riyadh,North,Al-Nakheel,apartment,164,2,3,1,No,1,Yes,Sale,1517992.57
Riyadh,West,Ad-Diriyah,apartment,281,4,2,5,No,8,Yes,Sale,942332.09
Riyadh,Central,Al-Murqab,apartment,102,3,2,5,No,8,Yes,Sale,152940.23
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,172,4,2,5,No,6,No,Sale,1858263.0
Riyadh,West,Shubra,apartment,146,4,2,3,Yes,4,No,Sale,398917.31
Riyadh,Central,Al-Murqab,apartment,209,4,2,2,No,2,No,Sale,365650.46
Riyadh,Central,Al-Jaradiyah,apartment,206,1,3,2,Yes,2,Yes,Sale,381753.53
Riyadh,Central,Al-Fakheriyah,apartment,254,2,4,3,Yes,10,No,Sale,426928.98
Riyadh,East,Al-Rawdah,apartment,283,4,4,1,No,5,Yes,Sale,946137.61
Riyadh,South,Al-Difa,apartment,242,3,4,4,No,3,Yes,Sale,276714.89
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,183,4,3,2,No,4,No,Sale,1713787.03
Riyadh,East,Al-Rayan,apartment,195,3,3,4,No,3,Yes,Sale,838350.88
Riyadh,East,Al-Munsiyah,apartment,266,2,3,3,Yes,7,No,Sale,1287373.39
Riyadh,Central,Al-Yamamah,apartment,198,1,2,4,Yes,4,Yes,Sale,309188.44
Riyadh,West,Al-Mousa,apartment,154,1,2,1,No,7,No,Sale,404042.81
Riyadh,West,Al-Oraija,apartment,262,3,3,4,Yes,2,No,Sale,733064.91
Riyadh,South,Al-Shifa,apartment,259,3,1,2,No,6,Yes,Sale,335956.17
Riyadh,East,Al-Jazirah,apartment,102,3,1,1,No,4,No,Sale,476908.92
Riyadh,South,Al-Marwah,apartment,95,1,4,2,Yes,8,No,Sale,109506.43
Riyadh,Central,Al-Malaz,apartment,182,1,2,1,Yes,1,No,Sale,336457.23
Riyadh,West,Al-Suwaidi,apartment,154,3,3,5,No,8,Yes,Sale,489095.83
Riyadh,East,Ishbiliyah,apartment,212,3,3,1,No,3,Yes,Sale,1022906.0
Riyadh,West,Sultanah,apartment,209,4,3,1,Yes,9,No,Sale,517248.46
Riyadh,East,Al-Khaleej,apartment,158,2,2,5,No,6,No,Sale,572096.66
Riyadh,North,Al-Izdihar,apartment,217,3,3,3,No,8,No,Sale,2195893.41
Riyadh,Central,Al-Murabba,apartment,123,4,3,2,No,7,No,Sale,202174.95
Riyadh,Central,Al-Morouj,apartment,272,3,1,1,Yes,1,Yes,Sale,490496.2
Riyadh,Central,Al-Murabba,apartment,252,3,2,5,Yes,10,No,Sale,411395.9
Riyadh,North,Al-Nada,apartment,98,3,2,5,Yes,9,No,Sale,766701.53
Riyadh,Central,Al-Malaz,apartment,200,1,4,3,Yes,10,No,Sale,208776.64
Riyadh,South,Al-Shifa,apartment,206,4,4,5,No,5,Yes,Sale,176296.46
Riyadh,East,Al-Shuhada,apartment,222,1,1,3,No,1,No,Sale,931794.67
Riyadh,Central,Al-Yamamah,apartment,125,2,3,3,Yes,10,No,Sale,193445.97
Riyadh,East,Al-Rayan,apartment,222,3,1,1,Yes,2,No,Sale,818246.25
Riyadh,South,Al-Mansourah,apartment,227,4,4,4,Yes,5,Yes,Sale,283851.69
Riyadh,East,Qurtubah,apartment,127,4,1,3,No,8,Yes,Sale,532449.29
Riyadh,Central,Al-Olaya,apartment,281,4,1,5,No,6,Yes,Sale,429739.47
Riyadh,East,Al-Rawdah,apartment,95,2,4,5,Yes,9,No,Sale,449553.42
Riyadh,Central,Al-Wurud,apartment,105,3,3,3,Yes,8,No,Sale,162137.53
Riyadh,East,Al-Rayan,apartment,185,2,2,4,Yes,9,Yes,Sale,620764.22
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,204,4,4,1,No,3,No,Sale,1498363.57
Riyadh,South,Al-Difa,apartment,271,4,3,4,No,6,Yes,Sale,301062.9
Riyadh,South,Al-Shaalan,apartment,270,2,2,1,Yes,2,Yes,Sale,338605.83
Riyadh,South,Al-Dar Al-Baida,apartment,191,3,3,2,No,1,Yes,Sale,199891.55
Riyadh,East,Ishbiliyah,apartment,256,2,1,3,Yes,3,Yes,Sale,1197321.23
Riyadh,South,Al-Khalidiyah,apartment,222,3,1,4,Yes,2,No,Sale,189867.85
Riyadh,North,Al-Wadi,apartment,169,4,2,5,No,5,Yes,Sale,1319881.2
Riyadh,South,Al-Mansourah,apartment,111,4,1,3,No,4,No,Sale,123110.91
Riyadh,South,Al-Difa,apartment,210,2,4,1,No,10,Yes,Sale,194330.37
Riyadh,West,Al-Huda,apartment,182,4,2,2,Yes,4,Yes,Sale,720044.89
Riyadh,West,Al-Suwaidi,apartment,255,3,1,5,No,9,Yes,Sale,821054.77
Riyadh,North,Al-Falah,apartment,111,4,2,5,No,6,No,Sale,967200.17
Riyadh,Central,Al-Olaya,apartment,238,4,3,1,No,9,No,Sale,267759.02
Riyadh,West,Namar,apartment,112,4,4,3,Yes,8,Yes,Sale,270641.65
Riyadh,North,Al-Rabi,apartment,222,2,1,5,No,3,Yes,Sale,2135671.7
Riyadh,East,Al-Rimal,apartment,214,3,3,1,No,3,Yes,Sale,766406.03
Riyadh,East,Al-Rimal,apartment,118,2,2,5,No,3,Yes,Sale,456109.2
Riyadh,South,Badr,apartment,193,2,1,1,No,1,No,Sale,169619.34
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,244,1,3,1,No,8,No,Sale,2741444.7
Riyadh,North,Al-Ghadeer,apartment,195,3,3,3,No,10,No,Sale,2073739.73
Riyadh,North,Al-Nakheel,apartment,105,4,2,1,Yes,3,Yes,Sale,863260.28
Riyadh,South,Al-Dar Al-Baida,apartment,205,2,3,2,No,6,Yes,Sale,234447.34
Riyadh,East,Al-Quds,apartment,131,1,3,1,No,6,No,Sale,461766.92
Riyadh,South,Al-Shifa,apartment,109,1,3,1,Yes,4,No,Sale,93368.86
Riyadh,South,Al-Dar Al-Baida,apartment,216,1,2,1,Yes,1,Yes,Sale,189920.83
Riyadh,West,Tuwaiq,apartment,215,2,1,3,Yes,4,Yes,Sale,801928.25
Riyadh,South,Al-Ha’ir,apartment,127,3,3,1,Yes,2,No,Sale,154764.99
Riyadh,West,Sultanah,apartment,229,4,2,2,No,8,Yes,Sale,481993.95
Riyadh,East,Al-Nahda,apartment,111,1,4,3,No,6,No,Sale,387904.8
Riyadh,South,Badr,apartment,252,1,1,2,Yes,7,No,Sale,283689.14
Riyadh,Central,Al-Murqab,apartment,215,4,1,1,Yes,3,Yes,Sale,240606.37
Riyadh,South,Al-Marwah,apartment,229,1,2,5,No,1,Yes,Sale,202608.73
Riyadh,South,Al-Mansourah,apartment,225,3,4,1,Yes,9,Yes,Sale,204500.53
Riyadh,Central,Al-Olaya,apartment,234,2,2,2,Yes,9,No,Sale,441344.39
Riyadh,South,Badr,apartment,131,4,1,2,No,3,Yes,Sale,168986.83
Riyadh,North,Al-Malqa,apartment,121,1,4,3,No,1,Yes,Sale,1073917.73
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,106,3,1,2,No,9,Yes,Sale,853389.45
Riyadh,South,Al-Aziziyah,apartment,166,1,1,2,Yes,1,No,Sale,217146.9
Riyadh,South,Al-Mansourah,apartment,170,4,1,4,Yes,6,No,Sale,223558.97
Riyadh,East,Qurtubah,apartment,213,3,1,3,No,1,Yes,Sale,987846.13
Riyadh,North,Al-Izdihar,apartment,150,1,3,1,Yes,5,Yes,Sale,1628489.66
Riyadh,West,Tuwaiq,apartment,222,1,3,1,No,9,No,Sale,500916.05
Riyadh,South,Al-Shifa,apartment,202,2,3,3,No,5,No,Sale,184590.56
Riyadh,Central,Al-Dhobat,apartment,100,2,2,2,Yes,3,Yes,Sale,172731.69
Riyadh,West,Namar,apartment,186,2,1,3,No,5,Yes,Sale,541801.32
Riyadh,North,Al-Izdihar,apartment,121,1,1,3,No,3,Yes,Sale,1448785.5
Riyadh,Central,Al-Morouj,apartment,121,2,3,1,No,2,No,Sale,186473.94
Riyadh,South,Al-Fawaz,apartment,195,3,4,4,No,5,Yes,Sale,191883.69
Riyadh,North,Al-Nakheel,apartment,211,1,1,5,Yes,4,No,Sale,1661246.25
Riyadh,Central,Al-Fakheriyah,apartment,156,3,2,3,Yes,6,Yes,Sale,213930.94
Riyadh,South,Al-Aziziyah,apartment,241,1,3,1,No,8,Yes,Sale,327520.47
Riyadh,East,Al-Rayan,apartment,89,4,2,1,No,6,Yes,Sale,267836.5
Riyadh,Central,Al-Murabba,apartment,140,3,2,5,No,4,No,Sale,147741.69
Riyadh,East,Al-Rawdah,apartment,175,3,2,5,No,10,No,Sale,610760.57
Riyadh,Central,Al-Fakheriyah,apartment,123,4,3,2,Yes,7,No,Sale,205797.06
Riyadh,South,Al-Khalidiyah,apartment,90,4,3,2,No,9,Yes,Sale,87172.18
Riyadh,East,Ishbiliyah,apartment,231,3,1,2,Yes,9,No,Sale,1057344.92
Riyadh,North,Al-Falah,apartment,159,3,4,2,Yes,4,No,Sale,1401208.54
Riyadh,East,Qurtubah,apartment,108,1,2,2,Yes,5,Yes,Sale,525332.12
Riyadh,South,Al-Shaalan,apartment,279,4,1,3,No,10,Yes,Sale,238871.41
Riyadh,Central,Al-Fakheriyah,apartment,155,3,4,2,Yes,8,Yes,Sale,177922.84
Riyadh,South,Al-Marwah,apartment,148,4,1,2,No,4,Yes,Sale,170917.78
Riyadh,Central,Al-Morouj,apartment,161,4,2,4,Yes,9,Yes,Sale,232623.09
Riyadh,South,Badr,apartment,266,3,3,3,Yes,8,No,Sale,266998.74
Riyadh,Central,Al-Jaradiyah,apartment,215,4,3,5,No,2,Yes,Sale,228567.74
Riyadh,South,Al-Dar Al-Baida,apartment,185,3,2,4,Yes,10,Yes,Sale,269593.67
Riyadh,Central,Al-Murabba,apartment,102,4,2,2,No,7,Yes,Sale,155511.82
Riyadh,Central,Al-Dhobat,apartment,191,2,4,5,No,7,No,Sale,285240.22
Riyadh,West,Dhahret Laban,apartment,254,1,4,3,Yes,1,Yes,Sale,958361.97
Riyadh,North,Al-Nada,apartment,120,4,3,1,Yes,9,No,Sale,864302.46
Riyadh,North,Al-Jameah (University District),apartment,222,1,2,4,No,1,No,Sale,1653137.95
Riyadh,North,Al-Wadi,apartment,174,3,1,2,No,6,Yes,Sale,1388126.82
Riyadh,South,Al-Ha’ir,apartment,239,1,2,5,No,1,No,Sale,357422.46
Riyadh,West,Sultanah,apartment,263,2,4,5,Yes,2,No,Sale,596585.09
Riyadh,South,Al-Fawaz,apartment,179,1,2,1,Yes,4,No,Sale,199884.38
